ID,Class_ID,Level,Timestamp,Creator_ID,Prize,Defender_Value,Attacker_Value,Coverage_Goal,Mutant_Goal,Attackers_Needed,Defenders_Needed,Start_Time,Finish_Time,MaxAssertionsPerTest,MutantValidator,ChatEnabled,Attackers_Limit,Defenders_Limit,State,CurrentRound,FinalRound,ActiveRole,Mode,RequiresValidation,IsAIDummyGame,HasKillMap,CapturePlayersIntention,Puzzle_ID,EquivalenceThreshold,Game_Duration_Minutes,Classroom_ID,Invite_Only,May_Choose_Role
136,101,HARD,2026-01-31 16:12:51,101,1,100,100,1,1,0,0,2026-01-31 16:12:52,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
137,101,HARD,2026-01-31 16:12:52,101,1,100,100,1,1,0,0,2026-01-31 16:12:53,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
138,101,HARD,2026-01-31 16:12:53,101,1,100,100,1,1,0,0,2026-01-31 16:12:54,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
139,101,HARD,2026-01-31 16:12:55,101,1,100,100,1,1,0,0,2026-01-31 16:12:55,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
140,100,HARD,2026-01-31 16:18:02,101,1,100,100,1.1,1.1,0,0,2026-01-31 16:18:03,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,15,,0,1
141,100,HARD,2026-01-31 16:19:11,101,1,100,100,1.1,1.1,0,0,2026-01-31 16:19:22,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,60,,0,1
142,100,HARD,2026-01-31 17:51:02,101,1,100,100,1.1,1.1,0,0,2026-01-31 17:51:04,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,60,,0,1
143,101,HARD,2026-02-01 16:12:05,101,1,100,100,1,1,0,0,2026-02-01 16:29:11,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
144,101,HARD,2026-02-01 16:12:06,101,1,100,100,1,1,0,0,2026-02-01 16:29:11,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
145,101,HARD,2026-02-01 16:12:06,101,1,100,100,1,1,0,0,2026-02-01 16:29:11,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
146,100,HARD,2026-02-01 16:12:06,101,1,100,100,1,1,0,0,2026-02-01 16:29:11,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
147,100,HARD,2026-02-01 16:12:07,101,1,100,100,1,1,0,0,2026-02-01 16:29:11,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
148,101,HARD,2026-02-01 16:28:39,101,1,100,100,1,1,0,0,2026-02-01 16:29:11,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
149,101,HARD,2026-02-01 16:28:40,101,1,100,100,1,1,0,0,2026-02-01 16:29:11,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
150,101,HARD,2026-02-01 16:28:41,101,1,100,100,1,1,0,0,2026-02-01 16:29:11,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
151,100,HARD,2026-02-01 16:28:42,101,1,100,100,1,1,0,0,2026-02-01 16:29:11,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
152,100,HARD,2026-02-01 16:28:43,101,1,100,100,1,1,0,0,2026-02-01 16:29:11,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
153,101,HARD,2026-02-01 16:29:24,101,1,100,100,1,1,0,0,2026-02-01 16:40:06,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
154,101,HARD,2026-02-01 16:29:25,101,1,100,100,1,1,0,0,2026-02-01 16:40:06,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
155,101,HARD,2026-02-01 16:29:26,101,1,100,100,1,1,0,0,2026-02-01 16:40:06,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
156,100,HARD,2026-02-01 16:29:27,101,1,100,100,1,1,0,0,2026-02-01 16:40:06,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
157,100,HARD,2026-02-01 16:29:28,101,1,100,100,1,1,0,0,2026-02-01 16:40:06,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
158,101,HARD,2026-02-01 16:40:22,101,1,100,100,1,1,0,0,2026-02-01 16:40:58,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
159,101,HARD,2026-02-01 16:40:23,101,1,100,100,1,1,0,0,2026-02-01 16:40:58,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
160,101,HARD,2026-02-01 16:40:24,101,1,100,100,1,1,0,0,2026-02-01 16:40:58,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
161,100,HARD,2026-02-01 16:40:25,101,1,100,100,1,1,0,0,2026-02-01 16:40:58,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
162,100,HARD,2026-02-01 16:40:26,101,1,100,100,1,1,0,0,2026-02-01 16:40:58,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
163,101,HARD,2026-02-01 16:41:11,101,1,100,100,1,1,0,0,2026-02-01 16:42:45,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
164,101,HARD,2026-02-01 16:41:12,101,1,100,100,1,1,0,0,2026-02-01 16:42:45,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
165,101,HARD,2026-02-01 16:41:13,101,1,100,100,1,1,0,0,2026-02-01 16:42:45,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
166,100,HARD,2026-02-01 16:41:14,101,1,100,100,1,1,0,0,2026-02-01 16:42:45,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
167,100,HARD,2026-02-01 16:41:15,101,1,100,100,1,1,0,0,2026-02-01 16:42:45,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
168,100,HARD,2026-02-01 16:41:16,101,1,100,100,1,1,0,0,2026-02-01 16:42:45,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
169,100,HARD,2026-02-01 16:41:16,101,1,100,100,1,1,0,0,2026-02-01 16:42:45,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
170,100,HARD,2026-02-01 16:41:17,101,1,100,100,1,1,0,0,2026-02-01 16:42:45,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
171,100,HARD,2026-02-01 16:41:18,101,1,100,100,1,1,0,0,2026-02-01 16:42:45,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
172,101,HARD,2026-02-01 16:41:18,101,1,100,100,1,1,0,0,2026-02-01 16:42:45,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
173,101,HARD,2026-02-01 16:41:19,101,1,100,100,1,1,0,0,2026-02-01 16:42:45,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
174,101,HARD,2026-02-01 16:41:20,101,1,100,100,1,1,0,0,2026-02-01 16:42:45,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
175,101,HARD,2026-02-01 16:41:20,101,1,100,100,1,1,0,0,2026-02-01 16:42:45,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
176,101,HARD,2026-02-01 16:47:39,101,1,100,100,1,1,0,0,2026-02-01 16:51:50,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
177,101,HARD,2026-02-01 16:47:40,101,1,100,100,1,1,0,0,2026-02-01 16:51:50,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
178,100,HARD,2026-02-01 16:47:41,101,1,100,100,1,1,0,0,2026-02-01 16:51:50,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
179,100,HARD,2026-02-01 16:47:42,101,1,100,100,1,1,0,0,2026-02-01 16:51:50,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
180,100,HARD,2026-02-01 16:47:43,101,1,100,100,1,1,0,0,2026-02-01 16:51:50,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
181,100,HARD,2026-02-01 16:47:43,101,1,100,100,1,1,0,0,2026-02-01 16:51:50,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
182,100,HARD,2026-02-01 16:47:44,101,1,100,100,1,1,0,0,2026-02-01 16:51:50,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
183,100,HARD,2026-02-01 16:47:45,101,1,100,100,1,1,0,0,2026-02-01 16:51:50,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
184,100,HARD,2026-02-01 16:47:45,101,1,100,100,1,1,0,0,2026-02-01 16:51:50,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
185,100,HARD,2026-02-01 16:47:46,101,1,100,100,1,1,0,0,2026-02-01 16:51:50,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
186,101,HARD,2026-02-01 16:47:47,101,1,100,100,1,1,0,0,2026-02-01 16:51:50,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
187,101,HARD,2026-02-01 16:47:47,101,1,100,100,1,1,0,0,2026-02-01 16:51:50,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
188,101,HARD,2026-02-01 16:47:48,101,1,100,100,1,1,0,0,2026-02-01 16:51:50,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
189,101,HARD,2026-02-01 16:47:49,101,1,100,100,1,1,0,0,2026-02-01 16:51:50,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
190,101,HARD,2026-02-01 16:52:15,101,1,100,100,1,1,0,0,2026-02-01 16:53:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
191,101,HARD,2026-02-01 16:52:16,101,1,100,100,1,1,0,0,2026-02-01 16:53:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
192,100,HARD,2026-02-01 16:52:17,101,1,100,100,1,1,0,0,2026-02-01 16:53:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
193,100,HARD,2026-02-01 16:52:19,101,1,100,100,1,1,0,0,2026-02-01 16:53:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
194,100,HARD,2026-02-01 16:52:20,101,1,100,100,1,1,0,0,2026-02-01 16:53:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
195,100,HARD,2026-02-01 16:52:21,101,1,100,100,1,1,0,0,2026-02-01 16:53:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
196,100,HARD,2026-02-01 16:52:22,101,1,100,100,1,1,0,0,2026-02-01 16:53:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
197,100,HARD,2026-02-01 16:52:23,101,1,100,100,1,1,0,0,2026-02-01 16:53:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
198,100,HARD,2026-02-01 16:52:24,101,1,100,100,1,1,0,0,2026-02-01 16:53:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
199,100,HARD,2026-02-01 16:52:25,101,1,100,100,1,1,0,0,2026-02-01 16:53:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
200,101,HARD,2026-02-01 16:52:26,101,1,100,100,1,1,0,0,2026-02-01 16:53:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
201,101,HARD,2026-02-01 16:52:27,101,1,100,100,1,1,0,0,2026-02-01 16:53:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
202,101,HARD,2026-02-01 16:52:29,101,1,100,100,1,1,0,0,2026-02-01 16:53:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
203,101,HARD,2026-02-01 16:52:30,101,1,100,100,1,1,0,0,2026-02-01 16:53:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
204,101,HARD,2026-02-01 16:54:54,101,1,100,100,1,1,0,0,2026-02-01 16:54:55,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
205,101,HARD,2026-02-01 16:54:55,101,1,100,100,1,1,0,0,2026-02-01 16:54:56,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
206,100,HARD,2026-02-01 16:54:56,101,1,100,100,1,1,0,0,2026-02-01 16:54:57,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
207,100,HARD,2026-02-01 16:54:58,101,1,100,100,1,1,0,0,2026-02-01 16:54:59,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
208,100,HARD,2026-02-01 16:54:59,101,1,100,100,1,1,0,0,2026-02-01 16:55:00,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
209,100,HARD,2026-02-01 16:55:01,101,1,100,100,1,1,0,0,2026-02-01 16:55:02,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
210,100,HARD,2026-02-01 16:55:02,101,1,100,100,1,1,0,0,2026-02-01 16:55:03,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
211,100,HARD,2026-02-01 16:55:04,101,1,100,100,1,1,0,0,2026-02-01 16:55:04,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
212,100,HARD,2026-02-01 16:55:05,101,1,100,100,1,1,0,0,2026-02-01 16:55:06,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
213,100,HARD,2026-02-01 16:55:06,101,1,100,100,1,1,0,0,2026-02-01 16:55:07,1970-02-02 02:01:01,2,MODERATE,1,0,0,FINISHED,1,5,ATTACKER,PARTY,0,0,0,0,,0,30,,0,1
