ID,User_ID,Game_ID,Points,Role,Active
287,103,138,0,OBSERVER,1
288,5,138,0,ATTACKER,1
289,6,138,0,DEFENDER,1
290,3,139,0,ATTACKER,1
291,4,139,0,DEFENDER,1
292,103,139,0,OBSERVER,1
293,5,139,0,ATTACKER,1
294,6,139,0,DEFENDER,1
295,3,140,0,ATTACKER,1
296,4,140,0,DEFENDER,1
297,103,140,0,OBSERVER,1
298,5,140,0,ATTACKER,1
299,6,140,0,DEFENDER,1
300,3,141,0,ATTACKER,1
301,4,141,0,DEFENDER,1
302,103,141,0,OBSERVER,1
303,5,141,0,ATTACKER,1
304,6,141,0,DEFENDER,1
305,3,142,0,ATTACKER,1
306,4,142,0,DEFENDER,1
307,103,142,0,OBSERVER,1
308,5,142,0,ATTACKER,1
309,6,142,0,DEFENDER,1
310,3,143,0,ATTACKER,1
311,4,143,0,DEFENDER,1
312,103,143,0,OBSERVER,1
313,5,143,0,ATTACKER,1
314,6,143,0,DEFENDER,1
315,3,144,0,ATTACKER,1
316,4,144,0,DEFENDER,1
317,103,144,0,OBSERVER,1
318,5,144,0,ATTACKER,1
319,6,144,0,DEFENDER,1
320,3,145,0,ATTACKER,1
321,4,145,0,DEFENDER,1
322,103,145,0,OBSERVER,1
323,5,145,0,ATTACKER,1
324,6,145,0,DEFENDER,1
325,3,146,0,ATTACKER,1
326,4,146,0,DEFENDER,1
327,103,146,0,OBSERVER,1
328,5,146,0,ATTACKER,1
329,6,146,0,DEFENDER,1
330,3,147,0,ATTACKER,1
331,4,147,0,DEFENDER,1
332,103,147,0,OBSERVER,1
333,5,147,0,ATTACKER,1
334,6,147,0,DEFENDER,1
335,3,148,0,ATTACKER,1
336,4,148,0,DEFENDER,1
337,103,148,0,OBSERVER,1
338,5,148,0,ATTACKER,1
339,6,148,0,DEFENDER,1
340,3,149,0,ATTACKER,1
341,4,149,0,DEFENDER,1
342,103,149,0,OBSERVER,1
343,5,149,0,ATTACKER,1
344,6,149,0,DEFENDER,1
345,3,150,0,ATTACKER,1
346,4,150,0,DEFENDER,1
347,103,150,0,OBSERVER,1
348,5,150,0,ATTACKER,1
349,6,150,0,DEFENDER,1
350,3,151,0,ATTACKER,1
351,4,151,0,DEFENDER,1
352,103,151,0,OBSERVER,1
353,5,151,0,ATTACKER,1
354,6,151,0,DEFENDER,1
355,3,152,0,ATTACKER,1
356,4,152,0,DEFENDER,1
357,103,152,0,OBSERVER,1
358,5,152,0,ATTACKER,1
359,6,152,0,DEFENDER,1
360,3,153,0,ATTACKER,1
361,4,153,0,DEFENDER,1
362,103,153,0,OBSERVER,1
363,5,153,0,ATTACKER,1
364,6,153,0,DEFENDER,1
365,3,154,0,ATTACKER,1
366,4,154,0,DEFENDER,1
367,103,154,0,OBSERVER,1
368,5,154,0,ATTACKER,1
369,6,154,0,DEFENDER,1
370,3,155,0,ATTACKER,1
371,4,155,0,DEFENDER,1
372,103,155,0,OBSERVER,1
373,5,155,0,ATTACKER,1
374,6,155,0,DEFENDER,1
375,3,156,0,ATTACKER,1
376,4,156,0,DEFENDER,1
377,103,156,0,OBSERVER,1
378,5,156,0,ATTACKER,1
379,6,156,0,DEFENDER,1
380,3,157,0,ATTACKER,1
381,4,157,0,DEFENDER,1
382,103,157,0,OBSERVER,1
383,5,157,0,ATTACKER,1
384,6,157,0,DEFENDER,1
385,3,158,0,ATTACKER,1
386,4,158,0,DEFENDER,1
387,103,158,0,OBSERVER,1
388,5,158,0,ATTACKER,1
389,6,158,0,DEFENDER,1
390,3,159,0,ATTACKER,1
391,4,159,0,DEFENDER,1
392,103,159,0,OBSERVER,1
393,5,159,0,ATTACKER,1
394,6,159,0,DEFENDER,1
395,3,160,0,ATTACKER,1
396,4,160,0,DEFENDER,1
397,103,160,0,OBSERVER,1
398,5,160,0,ATTACKER,1
399,6,160,0,DEFENDER,1
400,3,161,0,ATTACKER,1
401,4,161,0,DEFENDER,1
402,103,161,0,OBSERVER,1
403,5,161,0,ATTACKER,1
404,6,161,0,DEFENDER,1
405,3,162,0,ATTACKER,1
406,3,164,0,ATTACKER,1
407,3,163,0,ATTACKER,1
408,4,162,0,DEFENDER,1
409,4,164,0,DEFENDER,1
410,4,163,0,DEFENDER,1
411,103,162,0,OBSERVER,1
412,103,164,0,OBSERVER,1
413,103,163,0,OBSERVER,1
414,5,162,0,ATTACKER,1
415,5,164,0,ATTACKER,1
416,5,163,0,ATTACKER,1
417,6,162,0,DEFENDER,1
418,6,164,0,DEFENDER,1
419,6,163,0,DEFENDER,1
420,3,165,0,ATTACKER,1
421,3,166,0,ATTACKER,1
422,3,167,0,ATTACKER,1
423,4,165,0,DEFENDER,1
424,4,166,0,DEFENDER,1
425,4,167,0,DEFENDER,1
426,103,165,0,OBSERVER,1
427,103,166,0,OBSERVER,1
428,103,167,0,OBSERVER,1
429,5,165,0,ATTACKER,1
430,5,166,0,ATTACKER,1
431,5,167,0,ATTACKER,1
432,6,165,0,DEFENDER,1
433,6,166,0,DEFENDER,1
434,6,167,0,DEFENDER,1
435,3,168,0,ATTACKER,1
436,3,170,0,ATTACKER,1
437,3,169,0,ATTACKER,1
438,4,168,0,DEFENDER,1
439,4,169,0,DEFENDER,1
440,4,170,0,DEFENDER,1
441,103,168,0,OBSERVER,1
442,103,169,0,OBSERVER,1
443,103,170,0,OBSERVER,1
444,5,168,0,ATTACKER,1
445,5,170,0,ATTACKER,1
446,5,169,0,ATTACKER,1
447,6,170,0,DEFENDER,1
448,6,168,0,DEFENDER,1
449,6,169,0,DEFENDER,1
450,3,171,0,ATTACKER,1
451,4,171,0,DEFENDER,1
452,103,171,0,OBSERVER,1
453,3,172,0,ATTACKER,1
454,4,172,0,DEFENDER,1
455,103,172,0,OBSERVER,1
456,5,171,0,ATTACKER,1
457,5,172,0,ATTACKER,1
458,6,171,0,DEFENDER,1
459,6,172,0,DEFENDER,1
460,3,173,0,ATTACKER,1
461,4,173,0,DEFENDER,1
462,103,173,0,OBSERVER,1
463,5,173,0,ATTACKER,1
464,6,173,0,DEFENDER,1
465,3,174,0,ATTACKER,1
466,4,174,0,DEFENDER,1
467,103,174,0,OBSERVER,1
468,5,174,0,ATTACKER,1
469,6,174,0,DEFENDER,1
470,3,175,0,ATTACKER,1
471,4,175,0,DEFENDER,1
472,103,175,0,OBSERVER,1
473,5,175,0,ATTACKER,1
474,6,175,0,DEFENDER,1
475,3,176,0,ATTACKER,1
476,4,176,0,DEFENDER,1
477,103,176,0,OBSERVER,1
478,5,176,0,ATTACKER,1
479,6,176,0,DEFENDER,1
480,3,177,0,ATTACKER,1
481,4,177,0,DEFENDER,1
482,103,177,0,OBSERVER,1
483,5,177,0,ATTACKER,1
484,6,177,0,DEFENDER,1
485,3,178,0,ATTACKER,1
486,3,179,0,ATTACKER,1
487,3,180,0,ATTACKER,1
488,4,178,0,DEFENDER,1
489,4,179,0,DEFENDER,1
490,4,180,0,DEFENDER,1
491,103,178,0,OBSERVER,1
492,103,179,0,OBSERVER,1
493,103,180,0,OBSERVER,1
